-73.832959,40.771941,A
-73.904295,40.68316,A
-74.149847,40.772392,A
-73.833132,40.800254,A
-73.982035,40.871333,A
-74.009762,40.639228,A
-73.977588,40.628934,A
-73.904188,40.700688,A
-73.964471,40.582279,A
-73.939095,40.859201,A
-73.908786,40.66014,A
-73.90224,40.692406,A
-73.995717,40.735501,A
-73.947069,40.740832,A
-73.936913,40.867156,A
-74.003834,40.736422,A
-73.882286,40.697525,A
-73.986043,40.837779,A
-73.966317,40.840736,A
-73.914594,40.760001,A
-73.833901,40.713488,A
-73.806475,40.635285,A
-74.011335,40.66583,A
-73.862351,40.736947,A
-74.002802,40.710282,A
-74.004719,40.652355,A
-74.015265,40.761286,A
-73.834667,40.715819,A
-73.934365,40.626385,A
-73.88276,40.800254,A
-73.897655,40.872379,A
-73.856574,40.630852,A
-73.739507,40.760681,A
-73.99565,40.743605,A
-73.893729,40.602898,A
-73.850055,40.770556,A
-73.819457,40.670394,A
-73.993936,40.720491,A
-73.944576,40.759362,A
-73.820391,40.744513,A
-73.990062,40.878459,A
-73.955076,40.670088,A
-73.922224,40.817063,A
-73.833132,40.910483,A
-73.935901,40.605264,A
-73.723694,40.604955,A
-73.984748,40.758851,A
-73.745218,40.593644,A
-73.938518,40.740024,A
-73.980805,40.756938,A
-73.889106,40.709776,A
-73.97661,40.840854,A
-73.833305,40.604645,A
-73.741082,40.664006,A
-73.928127,40.624974,A
-73.859708,40.701694,A
-73.870516,40.77899,A
-73.934011,40.645675,A
-73.962527,40.858147,A
-73.833179,40.698917,A
-73.918454,40.754472,A
-73.89569,40.709776,A
-73.929582,40.672588,A
-73.985318,40.783265,A
-74.011335,40.740024,A
-73.755013,40.851396,A
-73.977114,40.585927,A
-73.799235,40.682347,A
-73.878402,40.772875,A
-73.941606,40.752148,A
-73.822602,40.880429,A
-73.869594,40.763095,A
-73.94994,40.838752,A
-73.986392,40.783265,A
-73.741159,40.726588,A
-73.898633,40.596547,A
-73.930639,40.835818,A
-73.997722,40.660814,A
-73.935045,40.691577,A
-73.707561,40.736947,A
-73.892322,40.81652,A
-73.844721,40.715023,A
-73.905701,40.711091,A
-73.923967,40.604979,A
-73.940592,40.674091,A
-73.909981,40.595002,A
-73.957543,40.647497,A
-73.941142,40.710282,A
-73.73487,40.774561,A
-73.919548,40.726132,A
-73.906721,40.851992,A
-73.940554,40.710879,A
-73.804652,40.663513,A
-73.919879,40.693606,A
-73.873277,40.758851,A
-73.741067,40.763667,A
-74.16135,40.754465,A
-73.950915,40.627298,A
-73.914088,40.618366,A
-73.817102,40.736999,A
-73.936484,40.770617,A
-73.938518,40.833896,A
-73.97586,40.680637,A
-73.924715,40.748057,A
-73.868251,40.622624,A
-73.832852,40.708404,A
-73.926425,40.853577,A
-73.915273,40.795275,A
-73.828972,40.668716,A
-74.004719,40.762343,A
-73.925726,40.74281,A
-73.998062,40.693606,A
-73.853723,40.811688,A
-73.930051,40.577791,A
-73.975324,40.690792,A
-74.16135,40.707484,A
-73.950077,40.598295,A
-73.868251,40.77225,A
-73.953243,40.698029,A
-73.881446,40.634338,A
-73.933558,40.673105,A
-74.005863,40.758919,A
-73.947634,40.756035,A
-73.86145,40.649365,A
-73.991629,40.630852,A
-73.855314,40.710282,A
-73.949938,40.840812,A
-73.924715,40.635356,A
-73.981921,40.816872,A
-73.870107,40.68343,A
-73.974335,40.643761,A
-73.851831,40.830948,A
-73.778877,40.638836,A
-73.867083,40.703712,A
-74.005792,40.675488,A
-73.923578,40.525704,A
-73.742963,40.690086,A
-74.010287,40.752403,A
-73.989844,40.750684,A
-73.936913,40.74322,A
-73.735749,40.620976,A
-73.983945,40.845026,A
-73.951032,40.715233,A
-73.929582,40.871333,A
-74.00076,40.734465,A
-73.913485,40.710282,A
-73.828513,40.638954,A
-74.000223,40.617553,A
-73.95891,40.812415,A
-73.925831,40.824372,A
-73.910559,40.756035,A
-73.72618,40.807099,A
-73.802415,40.728224,A
-73.979964,40.706154,A
-73.903031,40.831405,A
-73.867954,40.743659,A
-73.780819,40.749283,A
-73.736782,40.758819,A
-73.95411,40.614429,A
-73.929109,40.621825,A
-73.911568,40.603472,A
-73.716877,40.817101,A
-73.866645,40.640399,A
-73.775723,40.855576,A
-73.99854,40.703712,A
-73.898986,40.772708,A
-73.833232,40.704362,A
-73.984011,40.710282,A
-73.985925,40.710272,A
-73.891596,40.672571,A
-73.931886,40.760703,A
-73.985401,40.647497,A
-73.884857,40.86845,A
-73.833132,40.800254,A
-73.820391,40.715023,A
-73.925778,40.86845,A
-73.949928,40.709776,A
-74.149847,40.691763,A
-73.961303,40.71754,A
-73.950077,40.651467,A
-73.980198,40.754472,A
-73.934011,40.643156,A
-73.833132,40.744244,A
-73.928621,40.815491,A
-73.938518,40.807802,A
-73.895206,40.840363,A
-73.927009,40.646969,A
-73.866645,40.669218,A
-73.944768,40.582279,A
-73.986043,40.786742,A
-73.918454,40.582279,A
-73.806475,40.705273,A
-73.92661,40.673987,A
-73.907132,40.845117,A
-73.827829,40.712946,A
-73.889783,40.718486,A
-73.939486,40.717086,A
-73.984532,40.763667,A
-73.901021,40.759451,A
-73.949986,40.611927,A
-73.780819,40.638313,A
-73.925741,40.597901,A
-73.823067,40.840812,A
-73.857377,40.882563,A
-73.995518,40.846261,A
-73.910015,40.840363,A
-73.882147,40.851657,A
-74.033202,40.733166,A
-73.813517,40.649365,A
-73.817127,40.772708,A
-73.958404,40.710282,A
-74.005603,40.724224,A
-73.8955,40.723984,A
-73.936321,40.760681,A
-73.918457,40.760681,A
-73.81948,40.638216,A
-73.984532,40.760681,A
-74.109865,40.855125,A
-74.009317,40.864272,A
-73.799235,40.840736,A
-73.865557,40.661825,A
-73.9367,40.653117,A
-73.940158,40.759362,A
-73.922798,40.830854,A
-73.969791,40.856129,A
-73.822259,40.650381,A
-73.943264,40.717728,A
-73.97267,40.798668,A
-73.959273,40.714033,B
-73.999995,40.718119,B
-73.85485,40.779595,B
-73.818846,40.682694,B
-73.879574,40.78306,B
-74.011746,40.760271,B
-73.992774,40.710282,B
-73.991428,40.702178,B
-73.983477,40.6031,B
-74.008122,40.592661,B
-73.997594,40.710282,B
-73.981956,40.623923,B
-74.131791,40.759367,B
-73.921232,40.710282,B
-73.883435,40.682694,B
-73.955745,40.710282,B
-73.995776,40.700131,B
-73.948594,40.714395,B
-73.998365,40.714276,B
