40.511,-74.248,3.5266
40.511,-74.24,2.9519
40.511,-74.232,2.524
40.511,-74.223,2.2547
40.511,-74.215,2.1331
40.511,-74.206,2.1308
40.511,-74.198,2.2087
40.511,-74.19,2.326
40.511,-74.181,2.4485
40.511,-74.173,2.5546
40.511,-74.164,2.6373
40.511,-74.156,2.7025
40.511,-74.148,2.7649
40.511,-74.139,2.8408
40.511,-74.131,2.9419
40.511,-74.122,3.071
40.511,-74.114,3.2205
40.511,-74.106,3.3739
40.511,-74.097,3.5106
40.511,-74.089,3.6109
40.511,-74.081,3.661
40.511,-74.072,3.656
40.511,-74.064,3.5996
40.511,-74.055,3.5018
40.511,-74.047,3.3739
40.511,-74.039,3.2237
40.511,-74.03,3.0522
40.511,-74.022,2.8525
40.511,-74.013,2.6121
40.511,-74.005,2.3172
40.511,-73.997,1.9591
40.511,-73.988,1.5393
40.511,-73.98,1.0737
40.511,-73.972,0.59218
40.511,-73.963,0.13586
40.511,-73.955,0
40.511,-73.946,0
40.511,-73.938,0
40.511,-73.93,0
40.511,-73.921,0
40.511,-73.913,0
40.511,-73.904,0.34107
40.511,-73.896,0.81062
40.511,-73.888,1.2736
40.511,-73.879,1.6816
40.511,-73.871,1.995
40.511,-73.863,2.1863
40.511,-73.854,2.2413
40.511,-73.846,2.158
40.511,-73.837,1.9451
40.511,-73.829,1.6191
40.511,-73.821,1.2018
40.511,-73.812,0.71819
40.511,-73.804,0.19428
40.511,-73.795,0
40.511,-73.787,0
40.511,-73.779,0
40.511,-73.77,0
40.511,-73.762,0
40.511,-73.753,0
40.511,-73.745,0
40.511,-73.737,0
40.511,-73.728,0
40.511,-73.72,0
40.511,-73.712,0
40.511,-73.703,0
40.511,-73.695,0
40.511,-73.686,0
40.511,-73.678,0
40.511,-73.67,0
40.511,-73.661,0
40.511,-73.653,0
40.511,-73.644,0
40.511,-73.636,0
40.511,-73.628,0
40.511,-73.619,0
40.511,-73.611,0
40.511,-73.603,0
40.511,-73.594,0
40.511,-73.586,0
40.511,-73.577,0
40.511,-73.569,0
40.511,-73.561,0
40.511,-73.552,0
40.511,-73.544,0
40.511,-73.535,0
40.511,-73.527,0
40.511,-73.519,0
40.511,-73.51,0
40.511,-73.502,0
40.511,-73.494,0
40.511,-73.485,0
40.511,-73.477,0
40.511,-73.468,0
40.511,-73.46,0
40.511,-73.452,0
40.511,-73.443,0
40.511,-73.435,0
40.511,-73.426,0
40.511,-73.418,0
40.511,-73.41,0
40.511,-73.401,0
40.511,-73.393,0
40.511,-73.384,0
40.511,-73.376,0
40.511,-73.368,0
40.511,-73.359,0
40.511,-73.351,0
40.511,-73.343,0
40.511,-73.334,0
40.511,-73.326,0
40.511,-73.317,0
40.511,-73.309,0
40.511,-73.301,0
40.511,-73.292,0
40.511,-73.284,0
40.511,-73.275,0
40.511,-73.267,0
40.511,-73.259,0
40.511,-73.25,0
40.511,-73.242,0
40.511,-73.234,0
40.511,-73.225,0
40.511,-73.217,0
40.511,-73.208,0
40.511,-73.2,0
40.511,-73.192,0
40.511,-73.183,0
40.517,-74.248,3.6099
40.517,-74.24,3.1074
40.517,-74.232,2.7487
40.517,-74.223,2.539
40.517,-74.215,2.4619
40.517,-74.206,2.4844
40.517,-74.198,2.5655
40.517,-74.19,2.6652
40.517,-74.181,2.753
40.517,-74.173,2.8132
40.517,-74.164,2.8465
40.517,-74.156,2.8665
40.517,-74.148,2.8945
40.517,-74.139,2.9513
40.517,-74.131,3.0503
40.517,-74.122,3.1927
40.517,-74.114,3.3671
40.517,-74.106,3.5518
40.517,-74.097,3.7204
40.517,-74.089,3.8491
40.517,-74.081,3.9217
40.517,-74.072,3.9333
40.517,-74.064,3.8901
40.517,-74.055,3.8053
40.517,-74.047,3.6937
40.517,-74.039,3.5657
40.517,-74.03,3.4229
40.517,-74.022,3.2567
40.517,-74.013,3.0509
40.517,-74.005,2.7869
40.517,-73.997,2.4513
40.517,-73.988,2.042
40.517,-73.98,1.5732
40.517,-73.972,1.0758
40.517,-73.963,0.59379
40.517,-73.955,0.17764
40.517,-73.946,0
40.517,-73.938,0
40.517,-73.93,0
40.517,-73.921,0
40.517,-73.913,0.25174
40.517,-73.904,0.67973
40.517,-73.896,1.1576
40.517,-73.888,1.6307
40.517,-73.879,2.0484
40.517,-73.871,2.3697
40.517,-73.863,2.5664
40.517,-73.854,2.6239
40.517,-73.846,2.5404
40.517,-73.837,2.3246
40.517,-73.829,1.9929
40.517,-73.821,1.5665
40.517,-73.812,1.0698
40.517,-73.804,0.52802
40.517,-73.795,0
40.517,-73.787,0
40.517,-73.779,0
40.517,-73.77,0
40.517,-73.762,0
40.517,-73.753,0
40.517,-73.745,0
40.517,-73.737,0
40.517,-73.728,0
40.517,-73.72,0
40.517,-73.712,0
40.517,-73.703,0
40.517,-73.695,0
40.517,-73.686,0
40.517,-73.678,0
40.517,-73.67,0
40.517,-73.661,0
40.517,-73.653,0
40.517,-73.644,0
40.517,-73.636,0
40.517,-73.628,0
40.517,-73.619,0
40.517,-73.611,0
40.517,-73.603,0
40.517,-73.594,0
40.517,-73.586,0
40.517,-73.577,0
40.517,-73.569,0
40.517,-73.561,0
40.517,-73.552,0
40.517,-73.544,0
40.517,-73.535,0
40.517,-73.527,0
40.517,-73.519,0
40.517,-73.51,0
40.517,-73.502,0
40.517,-73.494,0
40.517,-73.485,0
40.517,-73.477,0
40.517,-73.468,0
40.517,-73.46,0
40.517,-73.452,0
40.517,-73.443,0
40.517,-73.435,0
40.517,-73.426,0
40.517,-73.418,0
40.517,-73.41,0
40.517,-73.401,0
40.517,-73.393,0
40.517,-73.384,0
40.517,-73.376,0
40.517,-73.368,0
40.517,-73.359,0
40.517,-73.351,0
40.517,-73.343,0
40.517,-73.334,0
40.517,-73.326,0
40.517,-73.317,0
40.517,-73.309,0
40.517,-73.301,0
40.517,-73.292,0
40.517,-73.284,0
40.517,-73.275,0
40.517,-73.267,0
40.517,-73.259,0
40.517,-73.25,0
40.517,-73.242,0
40.517,-73.234,0
40.517,-73.225,0
40.517,-73.217,0
40.517,-73.208,0
40.517,-73.2,0
40.517,-73.192,0
40.517,-73.183,0
40.523,-74.248,3.5907
40.523,-74.24,3.1711
40.523,-74.232,2.8914
40.523,-74.223,2.75
40.523,-74.215,2.7241
40.523,-74.206,2.7763
40.523,-74.198,2.8638
40.523,-74.19,2.9476
40.523,-74.181,3.0014
40.523,-74.173,3.0159
40.523,-74.164,2.9995
40.523,-74.156,2.9742
40.523,-74.148,2.9678
40.523,-74.139,3.0054
40.523,-74.131,3.102
40.523,-74.122,3.2571
40.523,-74.114,3.455
40.523,-74.106,3.6685
40.523,-74.097,3.8658
40.523,-74.089,4.0185
40.523,-74.081,4.1088
40.523,-74.072,4.1322
40.523,-74.064,4.0978
40.523,-74.055,4.023
40.523,-74.047,3.9268
40.523,-74.039,3.8226
40.523,-74.03,3.7129
40.523,-74.022,3.5874
40.523,-74.013,3.4259
